query,tfidf_result,chroma_result_1,chroma_result_2,chroma_result_3,chroma_id_1,chroma_id_2,chroma_id_3,tfidf_in_chroma_top3
@GloCare Can you guys tell me why no network in my phone for over 5 hours? 08154313389 Even browsing that one na ERROR 512 #BIKOSOS #HELPME,@GloCare Can you guys tell me why no network in my phone for over 5 hours? 08154313389 Even browsing that one na ERROR 512 #BIKOSOS #HELPME,@GloCare Can you guys tell me why no network in my phone for over 5 hours? 08154313389 Even browsing that one na ERROR 512 #BIKOSOS #HELPME,@GloCare @276815. Your network is at it again. Since yesterday its been unable to open a page. Its fast becoming a constant issue.  My phone no: 08062951872.,"@GloCare! Had network issue over 2 days, Got no connection, can't make calls nor receive , my no is 08158140245! Can u help out pls",1911251,1442971,1855827,True
@GloCare what's wrong with your data service....its been poor today and network outage,@GloCare what's wrong with your data service....its been poor today and network outage,@GloCare what's wrong with your data service....its been poor today and network outage,"@GloCare What is your problem? How can I subscribe to your network and not have access to your data service? Just so you know, its been like this all day.",@GloCare @117627 The data network is down,1915731,2902282,2669543,True
@GloCare @424408 It's still not working. No 3g service in my part of Lagos,@GloCare @424408 It's still not working. No 3g service in my part of Lagos,@GloCare @424408 It's still not working. No 3g service in my part of Lagos,"@GloCare at my hometown(Igogo-Ekiti) we used to enjoy 3g network but now, everything is gone. We can't even make calls with the 2g.",@GloCare No 4G network here in agbede Ikorodu Lagos State,1302593,1730643,2414071,True
"@GloCare 08152921937, No 3g service &amp; can't browse, abt 48hrs, Abule-Ado around Trade Fair complex, Doogee shoot 1","@GloCare 08152921937, No 3g service &amp; can't browse, abt 48hrs, Abule-Ado around Trade Fair complex, Doogee shoot 1","@GloCare 08152921937, No 3g service &amp; can't browse, abt 48hrs, Abule-Ado around Trade Fair complex, Doogee shoot 1","SOS @117627 @GloCare ,you promised to work on our issue in Ado-odo/otta but nothing has been done for two good weeks,we cant access 3G https://t.co/cdNAM5TJtW","SOS @117627 @GloCare ,you promised to work on our issue in Ado-odo/otta but nothing has been done for two good weeks,we cant access 3G https://t.co/cdNAM5TJtW",1915745,1388331,1388331,True
@452209 @GloCare @117626 Has there been any day you @452209  enjoy Glo network around that axis???,@452209 @GloCare @117626 Has there been any day you @452209  enjoy Glo network around that axis???,@452209 @GloCare @117626 Has there been any day you @452209  enjoy Glo network around that axis???,Glo network has been awful for some weeks now and @GloCare don't even care #glo #network,@GloCare Am badly disappointed 2day since morning 11:30am no network on Glo line everywhere in my area 2day...✗✗✗☹,1904697,2178893,1326717,True
"@117627 If @GloCare don't reply tweets maybe you guys would. For over two weeks, My sim has been on emergency call. I have changed phones, still the same. 08056376989","@117627 If @GloCare don't reply tweets maybe you guys would. For over two weeks, My sim has been on emergency call. I have changed phones, still the same. 08056376989","@117627 If @GloCare don't reply tweets maybe you guys would. For over two weeks, My sim has been on emergency call. I have changed phones, still the same. 08056376989",@182496 @145585 @GloCare I thot I was the only one that had this issue. I called to complain and they made it seem like I was mad...I have stopd my sim @117627,"@117627 @GloCare I need to confirm the sim, please check",1916920,278829,507051,True
"@117627 @GloCare No error message but it has always been on one bar, no bar, slow browsing?","@117627 @GloCare No error message but it has always been on one bar, no bar, slow browsing?","@117627 @GloCare No error message but it has always been on one bar, no bar, slow browsing?",@GloCare  your internet connection/service is becoming unusable even with full signal bar.,@117627 @GloCare Network bar is full with H+ still slow https://t.co/H7TzgUxXpX,1916974,1789858,2985006,True
"@GloCare I called d customer care. I was told it could only b used to call glo to glo line.
Till now I can't use it.
What happened? 
Pls help Thanks","@GloCare I called d customer care. I was told it could only b used to call glo to glo line.
Till now I can't use it.
What happened? 
Pls help Thanks","@GloCare I called d customer care. I was told it could only b used to call glo to glo line.
Till now I can't use it.
What happened? 
Pls help Thanks",@GloCare plz I don't know what wrong with my Glo line I can't call out but I can receive help me out because I called you people no respond,"@GloCare pls I need help to activate my glo line, I can't make calls with it. Number is 0815 172 7139.",1917340,1012859,469803,True
"@GloCare I have 400 bonuses but can't use it what is the problem with glo?
080110885639","@GloCare I have 400 bonuses but can't use it what is the problem with glo?
080110885639","@GloCare I have 400 bonuses but can't use it what is the problem with glo?
080110885639",@GloCare please i want my 100% bonus. what's wrong? My glo number: 08073850135,I'm getting a message from Glo @GloCare  saying that I have unlocked some bonus &amp; I'm unable to use it. 08152718593. Please help check,1917339,1339628,2172666,True
@GloCare 08110885639,@GloCare 08110885639,@GloCare 08110885639,@GloCare 08114018067,@GloCare 08078567390,1917342,49731,1046642,True
@GloCare Must it be only glo line in family and friends b4 one can enjoy the bonuses ? Not too good.,@GloCare Must it be only glo line in family and friends b4 one can enjoy the bonuses ? Not too good.,@GloCare Must it be only glo line in family and friends b4 one can enjoy the bonuses ? Not too good.,@GloCare Why can't I call glo lines with my bonus?,@GloCare Why can't I call glo lines with my bonus?,1917344,428041,428041,True
@GloCare May I know I Can use the bonus bundle for?,@GloCare May I know I Can use the bonus bundle for?,@GloCare May I know I Can use the bonus bundle for?,"@GloCare hello, won't I be able to use the Bonus I'm been given to browse with it. I'm on Glo Jumbo",@GloCare Pls why is 200% bonus package not available,1917345,83232,574899,True
@GloCare I will try it out,@GloCare I will try it out,@GloCare I will try it out,@GloCare okay i will try that now,@555114 @GloCare hmmm guess i will have to give it a try now,1917348,2388760,2132606,True
@GloCare U 'ave N6000 Bonus credit unused. RECHARGE N200 to get N1200 OR N100 to get N600 for browsing and calling,@GloCare U 'ave N6000 Bonus credit unused. RECHARGE N200 to get N1200 OR N100 to get N600 for browsing and calling,@GloCare U 'ave N6000 Bonus credit unused. RECHARGE N200 to get N1200 OR N100 to get N600 for browsing and calling,"@GloCare Dear customer, we value ur friendship and have credited your account with N6000. Recharge ur Glo line 2 unlock ur FREE credit.
I got this","@GloCare thanks....i charged my line N3000 just this morning, it deducted N1000 for emergency credit and then wiped out the remaining N2000 and then sent N850 as emergency credit again. So I lost N2000 and owing N850....",1917350,1604920,2330318,True
@GloCare I have recharge but can't access my bonuses. Why?,@GloCare I have recharge but can't access my bonuses. Why?,@GloCare I have recharge but can't access my bonuses. Why?,@GloCare I recharged with my bank code but am not giving the 15% bonus,@glocare why isn't 4 times recharge bonus working,1917354,1057864,2132576,True
"@GloCare Dear customer, we value ur friendship and have credited your account with N6000. Recharge ur Glo line 2 unlock ur FREE credit.
I got this","@GloCare Dear customer, we value ur friendship and have credited your account with N6000. Recharge ur Glo line 2 unlock ur FREE credit.
I got this","@GloCare Dear customer, we value ur friendship and have credited your account with N6000. Recharge ur Glo line 2 unlock ur FREE credit.
I got this",@GloCare U 'ave N6000 Bonus credit unused. RECHARGE N200 to get N1200 OR N100 to get N600 for browsing and calling,"@GloCare plz cancel whatever subscription u placed on my line without my consent. N1,100 recharge now remaining N830. Plz refund me asap.",1604920,1917350,1589303,True
"@GloCare @117627 08113704810 
Babcock university 
I use the glo 4g mifi.
It is a genaral problem here, am not the only one complaining","@GloCare @117627 08113704810 
Babcock university 
I use the glo 4g mifi.
It is a genaral problem here, am not the only one complaining","@GloCare @117627 08113704810 
Babcock university 
I use the glo 4g mifi.
It is a genaral problem here, am not the only one complaining",@GloCare I can’t get 4G on my Glo Mi-Fi in ajah.,"@117627 @GloCare Abraka, Delta State the 4G is a struggle 3G don't bother just sleep off. Warri same story, Yenegoa same story. Affected devices 4g capable and your Mifis'",1917357,1553131,474025,True
